,Tipologia,Dia,Horário
3233,hospital,Tuesday,00:00 - 23:59
3234,hospital,Wednesday,00:00 - 23:59
3235,hospital,Thursday,00:00 - 23:59
3236,hospital,Friday,00:00 - 23:59
3237,hospital,Saturday,00:00 - 23:59
3238,hospital,Sunday,00:00 - 23:59
3239,hospital,Monday,00:00 - 23:59
3240,hospital,Tuesday,00:00 - 23:59
3241,hospital,Wednesday,00:00 - 23:59
3242,hospital,Thursday,00:00 - 23:59
3243,hospital,Friday,00:00 - 23:59
3244,hospital,Saturday,00:00 - 23:59
3245,hospital,Sunday,00:00 - 23:59
3246,hospital,Monday,00:00 - 23:59
3247,hospital,Tuesday,00:00 - 23:59
3248,hospital,Wednesday,00:00 - 23:59
3249,hospital,Thursday,00:00 - 23:59
3250,hospital,Friday,00:00 - 23:59
3251,hospital,Saturday,00:00 - 23:59
3252,hospital,Sunday,00:00 - 23:59
3253,hospital,Monday,00:00 - 23:59
3254,hospital,Tuesday,00:00 - 23:59
3255,hospital,Wednesday,00:00 - 23:59
3256,hospital,Thursday,00:00 - 23:59
3257,hospital,Friday,00:00 - 23:59
3258,hospital,Saturday,00:00 - 23:59
3259,hospital,Sunday,00:00 - 23:59
3260,hospital,Monday,00:00 - 23:59
3261,hospital,Tuesday,00:00 - 23:59
3262,hospital,Wednesday,00:00 - 23:59
3263,hospital,Thursday,00:00 - 23:59
3264,hospital,Friday,00:00 - 23:59
3265,hospital,Saturday,00:00 - 23:59
3266,hospital,Sunday,00:00 - 23:59
3267,hospital,Monday,06:00 - 21:00
3268,hospital,Tuesday,06:00 - 21:00
3269,hospital,Wednesday,06:00 - 21:00
3270,hospital,Thursday,06:00 - 21:00
3271,hospital,Friday,06:00 - 21:00
3272,hospital,Saturday,06:00 - 18:00
3273,hospital,Monday,00:00 - 23:59
3274,hospital,Tuesday,00:00 - 23:59
3275,hospital,Wednesday,00:00 - 23:59
3276,hospital,Thursday,00:00 - 23:59
3277,hospital,Friday,00:00 - 23:59
3278,hospital,Saturday,00:00 - 23:59
3279,hospital,Sunday,00:00 - 23:59
3280,hospital,Monday,00:00 - 23:59
3281,hospital,Tuesday,00:00 - 23:59
3282,hospital,Wednesday,00:00 - 23:59
3283,hospital,Thursday,00:00 - 23:59
3284,hospital,Friday,00:00 - 23:59
3285,hospital,Saturday,00:00 - 23:59
3286,hospital,Sunday,00:00 - 23:59
3287,hospital,Monday,00:00 - 23:59
3288,hospital,Tuesday,00:00 - 23:59
3289,hospital,Wednesday,00:00 - 23:59
3290,hospital,Thursday,00:00 - 23:59
3291,hospital,Friday,00:00 - 23:59
3292,hospital,Saturday,00:00 - 23:59
3293,hospital,Sunday,00:00 - 23:59
3294,hospital,Monday,00:00 - 23:59
3295,hospital,Tuesday,00:00 - 23:59
3296,hospital,Wednesday,00:00 - 23:59
3297,hospital,Thursday,00:00 - 23:59
3298,hospital,Friday,00:00 - 23:59
3299,hospital,Saturday,00:00 - 23:59
3300,hospital,Sunday,00:00 - 23:59
3301,hospital,Monday,00:00 - 23:59
3302,hospital,Tuesday,00:00 - 23:59
3303,hospital,Wednesday,00:00 - 23:59
3304,hospital,Thursday,00:00 - 23:59
3305,hospital,Friday,00:00 - 23:59
3306,hospital,Saturday,00:00 - 23:59
3307,hospital,Sunday,00:00 - 23:59
3308,hospital,Monday,00:00 - 23:59
3309,hospital,Tuesday,00:00 - 23:59
3310,hospital,Wednesday,00:00 - 23:59
3311,hospital,Thursday,00:00 - 23:59
3312,hospital,Friday,00:00 - 23:59
3313,hospital,Saturday,00:00 - 23:59
3314,hospital,Sunday,00:00 - 23:59
3315,hospital,Monday,07:30 - 18:00
3316,hospital,Tuesday,07:30 - 18:00
3317,hospital,Wednesday,07:30 - 18:00
3318,hospital,Thursday,07:30 - 18:00
3319,hospital,Friday,07:30 - 18:00
3320,hospital,Monday,00:00 - 23:59
3321,hospital,Tuesday,00:00 - 23:59
3322,hospital,Wednesday,00:00 - 23:59
3323,hospital,Thursday,00:00 - 23:59
3324,hospital,Friday,00:00 - 23:59
3325,hospital,Saturday,00:00 - 23:59
3326,hospital,Sunday,00:00 - 23:59
3327,hospital,Monday,07:00 - 17:00
3328,hospital,Tuesday,07:00 - 17:00
3329,hospital,Wednesday,07:00 - 17:00
3330,hospital,Thursday,07:00 - 17:00
3331,hospital,Friday,07:00 - 17:00
3332,hospital,Monday,00:00 - 23:59
3333,hospital,Tuesday,00:00 - 23:59
3334,hospital,Wednesday,00:00 - 23:59
3335,hospital,Thursday,00:00 - 23:59
3336,hospital,Friday,00:00 - 23:59
3337,hospital,Saturday,00:00 - 23:59
3338,hospital,Sunday,00:00 - 23:59
3339,hospital,Monday,00:00 - 23:59
3340,hospital,Tuesday,00:00 - 23:59
3341,hospital,Wednesday,00:00 - 23:59
3342,hospital,Thursday,00:00 - 23:59
3343,hospital,Friday,00:00 - 23:59
3344,hospital,Saturday,00:00 - 23:59
3345,hospital,Sunday,00:00 - 23:59
3346,hospital,Monday,00:00 - 23:59
3347,hospital,Tuesday,00:00 - 23:59
3348,hospital,Wednesday,00:00 - 23:59
3349,hospital,Thursday,00:00 - 23:59
3350,hospital,Friday,00:00 - 23:59
3351,hospital,Saturday,00:00 - 23:59
3352,hospital,Sunday,00:00 - 23:59
3353,hospital,Monday,08:00 - 17:00
3354,hospital,Tuesday,08:00 - 17:00
3355,hospital,Wednesday,08:00 - 17:00
3356,hospital,Thursday,08:00 - 17:00
3357,hospital,Friday,08:00 - 17:00
3358,hospital,Monday,00:00 - 23:59
3359,hospital,Tuesday,00:00 - 23:59
3360,hospital,Wednesday,00:00 - 23:59
3361,hospital,Thursday,00:00 - 23:59
3362,hospital,Friday,00:00 - 23:59
3363,hospital,Saturday,00:00 - 23:59
3364,hospital,Sunday,00:00 - 23:59
3365,hospital,Monday,00:00 - 23:59
3366,hospital,Tuesday,00:00 - 23:59
3367,hospital,Wednesday,00:00 - 23:59
3368,hospital,Thursday,00:00 - 23:59
3369,hospital,Friday,00:00 - 23:59
3370,hospital,Saturday,00:00 - 23:59
3371,hospital,Sunday,00:00 - 23:59
3372,hospital,Monday,00:00 - 23:59
3373,hospital,Tuesday,00:00 - 23:59
3374,hospital,Wednesday,00:00 - 23:59
3375,hospital,Thursday,00:00 - 23:59
3376,hospital,Friday,00:00 - 23:59
3377,hospital,Saturday,00:00 - 23:59
3378,hospital,Sunday,00:00 - 23:59
3379,hospital,Monday,07:00 - 17:00
3380,hospital,Tuesday,07:00 - 17:00
3381,hospital,Wednesday,07:00 - 17:00
3382,hospital,Thursday,07:00 - 17:00
3383,hospital,Friday,07:00 - 17:00
3384,hospital,Saturday,07:00 - 14:00
3385,hospital,Monday,00:00 - 23:59
3386,hospital,Tuesday,00:00 - 23:59
3387,hospital,Wednesday,00:00 - 23:59
3388,hospital,Thursday,00:00 - 23:59
3389,hospital,Friday,00:00 - 23:59
3390,hospital,Saturday,00:00 - 23:59
3391,hospital,Sunday,00:00 - 23:59
3392,hospital,Monday,00:00 - 23:59
3393,hospital,Tuesday,00:00 - 23:59
3394,hospital,Wednesday,00:00 - 23:59
3395,hospital,Thursday,00:00 - 23:59
3396,hospital,Friday,00:00 - 23:59
3397,hospital,Saturday,00:00 - 23:59
3398,hospital,Sunday,00:00 - 23:59
3399,hospital,Monday,00:00 - 23:59
3400,hospital,Tuesday,00:00 - 23:59
3401,hospital,Wednesday,00:00 - 23:59
3402,hospital,Thursday,00:00 - 23:59
3403,hospital,Friday,00:00 - 23:59
3404,hospital,Saturday,00:00 - 23:59
3405,hospital,Sunday,00:00 - 23:59
3406,hospital,Monday,00:00 - 23:59
3407,hospital,Tuesday,00:00 - 23:59
3408,hospital,Wednesday,00:00 - 23:59
3409,hospital,Thursday,00:00 - 23:59
3410,hospital,Friday,00:00 - 23:59
3411,hospital,Saturday,00:00 - 23:59
3412,hospital,Sunday,00:00 - 23:59
3413,hospital,Monday,00:00 - 23:59
3414,hospital,Tuesday,00:00 - 23:59
3415,hospital,Wednesday,00:00 - 23:59
3416,hospital,Thursday,00:00 - 23:59
3417,hospital,Friday,00:00 - 23:59
3418,hospital,Saturday,00:00 - 23:59
3419,hospital,Sunday,00:00 - 23:59
3420,hospital,Monday,00:00 - 23:59
3421,hospital,Tuesday,00:00 - 23:59
3422,hospital,Wednesday,00:00 - 23:59
3423,hospital,Thursday,00:00 - 23:59
3424,hospital,Friday,00:00 - 23:59
3425,hospital,Saturday,00:00 - 23:59
3426,hospital,Sunday,00:00 - 23:59
3427,hospital,Monday,00:00 - 23:59
3428,hospital,Tuesday,00:00 - 23:59
3429,hospital,Wednesday,00:00 - 23:59
3430,hospital,Thursday,00:00 - 23:59
3431,hospital,Friday,00:00 - 23:59
3432,hospital,Saturday,00:00 - 23:59
3433,hospital,Sunday,00:00 - 23:59
3434,hospital,Monday,00:00 - 23:59
3435,hospital,Tuesday,00:00 - 23:59
3436,hospital,Wednesday,00:00 - 23:59
3437,hospital,Thursday,00:00 - 23:59
3438,hospital,Friday,00:00 - 23:59
3439,hospital,Saturday,00:00 - 23:59
3440,hospital,Sunday,00:00 - 23:59
3441,hospital,Monday,00:00 - 23:59
3442,hospital,Tuesday,00:00 - 23:59
3443,hospital,Wednesday,00:00 - 23:59
3444,hospital,Thursday,00:00 - 23:59
3445,hospital,Friday,00:00 - 23:59
3446,hospital,Saturday,00:00 - 23:59
3447,hospital,Sunday,00:00 - 23:59
3448,hospital,Monday,00:00 - 23:59
3449,hospital,Tuesday,00:00 - 23:59
3450,hospital,Wednesday,00:00 - 23:59
3451,hospital,Thursday,00:00 - 23:59
3452,hospital,Friday,00:00 - 23:59
3453,hospital,Saturday,00:00 - 23:59
3454,hospital,Sunday,00:00 - 23:59
3455,hospital,Monday,00:00 - 23:59
3456,hospital,Tuesday,00:00 - 23:59
3457,hospital,Wednesday,00:00 - 23:59
3458,hospital,Thursday,00:00 - 23:59
3459,hospital,Friday,00:00 - 23:59
3460,hospital,Saturday,00:00 - 23:59
3461,hospital,Sunday,00:00 - 23:59
3462,hospital,Monday,00:00 - 23:59
3463,hospital,Tuesday,00:00 - 23:59
3464,hospital,Wednesday,00:00 - 23:59
3465,hospital,Thursday,00:00 - 23:59
3466,hospital,Friday,00:00 - 23:59
3467,hospital,Saturday,00:00 - 23:59
3468,hospital,Sunday,00:00 - 23:59
3469,hospital,Monday,00:00 - 23:59
3470,hospital,Tuesday,00:00 - 23:59
3471,hospital,Wednesday,00:00 - 23:59
3472,hospital,Thursday,00:00 - 23:59
3473,hospital,Friday,00:00 - 23:59
3474,hospital,Saturday,00:00 - 23:59
3475,hospital,Sunday,00:00 - 23:59
3476,hospital,Monday,00:00 - 23:59
3477,hospital,Tuesday,00:00 - 23:59
3478,hospital,Wednesday,00:00 - 23:59
3479,hospital,Thursday,00:00 - 23:59
3480,hospital,Friday,00:00 - 23:59
3481,hospital,Saturday,00:00 - 23:59
3482,hospital,Sunday,00:00 - 23:59
3483,hospital,Monday,00:00 - 23:59
3484,hospital,Tuesday,00:00 - 23:59
3485,hospital,Wednesday,00:00 - 23:59
3486,hospital,Thursday,00:00 - 23:59
3487,hospital,Friday,00:00 - 23:59
3488,hospital,Saturday,00:00 - 23:59
3489,hospital,Sunday,00:00 - 23:59
3490,hospital,Monday,00:00 - 23:59
3491,hospital,Tuesday,00:00 - 23:59
3492,hospital,Wednesday,00:00 - 23:59
3493,hospital,Thursday,00:00 - 23:59
3494,hospital,Friday,00:00 - 23:59
3495,hospital,Saturday,00:00 - 23:59
3496,hospital,Sunday,00:00 - 23:59
3497,hospital,Monday,00:00 - 23:59
3498,hospital,Tuesday,00:00 - 23:59
3499,hospital,Wednesday,00:00 - 23:59
3500,hospital,Thursday,00:00 - 23:59
3501,hospital,Friday,00:00 - 23:59
3502,hospital,Saturday,00:00 - 23:59
3503,hospital,Sunday,00:00 - 23:59
3504,hospital,Monday,00:00 - 23:59
3505,hospital,Tuesday,00:00 - 23:59
3506,hospital,Wednesday,00:00 - 23:59
3507,hospital,Thursday,00:00 - 23:59
3508,hospital,Friday,00:00 - 23:59
3509,hospital,Saturday,00:00 - 23:59
3510,hospital,Sunday,00:00 - 23:59
3511,hospital,Monday,00:00 - 23:59
3512,hospital,Tuesday,00:00 - 23:59
3513,hospital,Wednesday,00:00 - 23:59
3514,hospital,Thursday,00:00 - 23:59
3515,hospital,Friday,00:00 - 23:59
3516,hospital,Saturday,00:00 - 23:59
3517,hospital,Sunday,00:00 - 23:59
3518,hospital,Monday,00:00 - 23:59
3519,hospital,Tuesday,00:00 - 23:59
3520,hospital,Wednesday,00:00 - 23:59
3521,hospital,Thursday,00:00 - 23:59
3522,hospital,Friday,00:00 - 23:59
3523,hospital,Saturday,00:00 - 23:59
3524,hospital,Sunday,00:00 - 23:59
3525,hospital,Monday,00:00 - 23:59
3526,hospital,Tuesday,00:00 - 23:59
3527,hospital,Wednesday,00:00 - 23:59
3528,hospital,Thursday,00:00 - 23:59
3529,hospital,Friday,00:00 - 23:59
3530,hospital,Saturday,00:00 - 23:59
3531,hospital,Sunday,00:00 - 23:59
3532,hospital,Monday,00:00 - 23:59
3533,hospital,Tuesday,00:00 - 23:59
3534,hospital,Wednesday,00:00 - 23:59
3535,hospital,Thursday,00:00 - 23:59
3536,hospital,Friday,00:00 - 23:59
3537,hospital,Saturday,00:00 - 23:59
3538,hospital,Sunday,00:00 - 23:59
3539,hospital,Monday,00:00 - 23:59
3540,hospital,Tuesday,00:00 - 23:59
3541,hospital,Wednesday,00:00 - 23:59
3542,hospital,Thursday,00:00 - 23:59
3543,hospital,Friday,00:00 - 23:59
3544,hospital,Saturday,00:00 - 23:59
3545,hospital,Sunday,00:00 - 23:59
3546,hospital,Monday,07:00 - 19:00
3547,hospital,Tuesday,07:00 - 19:00
3548,hospital,Wednesday,07:00 - 19:00
3549,hospital,Thursday,07:00 - 19:00
3550,hospital,Friday,07:00 - 19:00
3551,hospital,Monday,08:00 - 12:00
3552,hospital,Tuesday,08:00 - 12:00
3553,hospital,Wednesday,08:00 - 12:00
3554,hospital,Thursday,08:00 - 12:00
3555,hospital,Friday,08:00 - 12:00
3556,hospital,Monday,00:00 - 23:59
3557,hospital,Tuesday,00:00 - 23:59
3558,hospital,Wednesday,00:00 - 23:59
3559,hospital,Thursday,00:00 - 23:59
3560,hospital,Friday,00:00 - 23:59
3561,hospital,Saturday,00:00 - 23:59
3562,hospital,Sunday,00:00 - 23:59
3563,hospital,Monday,00:00 - 23:59
3564,hospital,Tuesday,00:00 - 23:59
3565,hospital,Wednesday,00:00 - 23:59
3566,hospital,Thursday,00:00 - 23:59
3567,hospital,Friday,00:00 - 23:59
3568,hospital,Saturday,00:00 - 23:59
3569,hospital,Sunday,00:00 - 23:59
3570,hospital,Monday,07:30 - 19:00
3571,hospital,Tuesday,07:30 - 19:00
3572,hospital,Wednesday,07:30 - 19:00
3573,hospital,Thursday,07:30 - 19:00
3574,hospital,Friday,07:30 - 19:00
3575,hospital,Monday,00:00 - 23:59
3576,hospital,Tuesday,00:00 - 23:59
3577,hospital,Wednesday,00:00 - 23:59
3578,hospital,Thursday,00:00 - 23:59
3579,hospital,Friday,00:00 - 23:59
3580,hospital,Saturday,00:00 - 23:59
3581,hospital,Sunday,00:00 - 23:59
3582,hospital,Monday,00:00 - 23:59
3583,hospital,Tuesday,00:00 - 23:59
3584,hospital,Wednesday,00:00 - 23:59
3585,hospital,Thursday,00:00 - 23:59
3586,hospital,Friday,00:00 - 23:59
3587,hospital,Saturday,00:00 - 23:59
3588,hospital,Sunday,00:00 - 23:59
3589,hospital,Monday,06:00 - 21:00
3590,hospital,Tuesday,06:00 - 21:00
3591,hospital,Wednesday,06:00 - 21:00
3592,hospital,Thursday,06:00 - 21:00
3593,hospital,Friday,06:00 - 21:00
3594,hospital,Saturday,06:00 - 21:00
3595,hospital,Sunday,06:00 - 21:00
3596,hospital,Monday,00:00 - 23:59
3597,hospital,Tuesday,00:00 - 23:59
3598,hospital,Wednesday,00:00 - 23:59
3599,hospital,Thursday,00:00 - 23:59
3600,hospital,Friday,00:00 - 23:59
3601,hospital,Saturday,00:00 - 23:59
3602,hospital,Sunday,00:00 - 23:59
3603,hospital,Monday,00:00 - 23:59
3604,hospital,Tuesday,00:00 - 23:59
3605,hospital,Wednesday,00:00 - 23:59
3606,hospital,Thursday,00:00 - 23:59
3607,hospital,Friday,00:00 - 23:59
3608,hospital,Saturday,00:00 - 23:59
3609,hospital,Sunday,00:00 - 23:59
3610,hospital,Monday,00:00 - 23:59
3611,hospital,Tuesday,00:00 - 23:59
3612,hospital,Wednesday,00:00 - 23:59
3613,hospital,Thursday,00:00 - 23:59
3614,hospital,Friday,00:00 - 23:59
3615,hospital,Saturday,00:00 - 23:59
3616,hospital,Sunday,00:00 - 23:59
3617,hospital,Monday,07:00 - 22:00
3618,hospital,Tuesday,07:00 - 22:00
3619,hospital,Wednesday,07:00 - 22:00
3620,hospital,Thursday,07:00 - 22:00
3621,hospital,Friday,07:00 - 22:00
3622,hospital,Saturday,07:00 - 22:00
3623,hospital,Monday,00:00 - 23:59
3624,hospital,Tuesday,00:00 - 23:59
3625,hospital,Wednesday,00:00 - 23:59
3626,hospital,Thursday,00:00 - 23:59
3627,hospital,Friday,00:00 - 23:59
3628,hospital,Saturday,00:00 - 23:59
3629,hospital,Sunday,00:00 - 23:59
3630,hospital,Monday,00:00 - 23:59
3631,hospital,Tuesday,00:00 - 23:59
3632,hospital,Wednesday,00:00 - 23:59
3633,hospital,Thursday,00:00 - 23:59
3634,hospital,Friday,00:00 - 23:59
3635,hospital,Saturday,00:00 - 23:59
3636,hospital,Sunday,00:00 - 23:59
3637,hospital,Monday,07:00 - 19:00
3638,hospital,Tuesday,07:00 - 19:00
3639,hospital,Wednesday,07:00 - 19:00
3640,hospital,Thursday,07:00 - 19:00
3641,hospital,Friday,07:00 - 19:00
3642,hospital,Monday,00:00 - 23:59
3643,hospital,Tuesday,00:00 - 23:59
3644,hospital,Wednesday,00:00 - 23:59
3645,hospital,Thursday,00:00 - 23:59
3646,hospital,Friday,00:00 - 23:59
3647,hospital,Saturday,00:00 - 23:59
3648,hospital,Sunday,00:00 - 23:59
3649,hospital,Monday,07:30 - 19:00
3650,hospital,Tuesday,07:30 - 19:00
3651,hospital,Wednesday,07:30 - 19:00
3652,hospital,Thursday,07:30 - 19:00
3653,hospital,Friday,07:30 - 19:00
3654,hospital,Monday,00:00 - 23:59
3655,hospital,Tuesday,00:00 - 23:59
3656,hospital,Wednesday,00:00 - 23:59
3657,hospital,Thursday,00:00 - 23:59
3658,hospital,Friday,00:00 - 23:59
3659,hospital,Saturday,00:00 - 23:59
3660,hospital,Sunday,00:00 - 23:59
3661,hospital,Monday,00:00 - 23:59
3662,hospital,Tuesday,00:00 - 23:59
3663,hospital,Wednesday,00:00 - 23:59
3664,hospital,Thursday,00:00 - 23:59
3665,hospital,Friday,00:00 - 23:59
3666,hospital,Saturday,00:00 - 23:59
3667,hospital,Sunday,00:00 - 23:59
3668,hospital,Monday,07:30 - 18:30
3669,hospital,Tuesday,07:30 - 18:30
3670,hospital,Wednesday,07:30 - 18:30
3671,hospital,Thursday,07:30 - 18:30
3672,hospital,Friday,07:30 - 18:30
3673,hospital,Monday,07:30 - 19:30
3674,hospital,Tuesday,07:30 - 19:30
3675,hospital,Wednesday,07:30 - 19:30
3676,hospital,Thursday,07:30 - 19:30
3677,hospital,Friday,07:30 - 19:30
3678,hospital,Monday,07:00 - 17:00
3679,hospital,Tuesday,07:00 - 17:00
3680,hospital,Wednesday,07:00 - 17:00
3681,hospital,Thursday,07:00 - 17:00
3682,hospital,Friday,07:00 - 17:00
3683,hospital,Monday,07:00 - 00:00
3684,hospital,Tuesday,07:00 - 00:00
3685,hospital,Wednesday,07:00 - 00:00
3686,hospital,Thursday,07:00 - 00:00
3687,hospital,Friday,07:00 - 00:00
3688,hospital,Saturday,07:00 - 00:00
3689,hospital,Sunday,07:00 - 00:00
3690,hospital,Monday,00:00 - 23:59
3691,hospital,Tuesday,00:00 - 23:59
3692,hospital,Wednesday,00:00 - 23:59
3693,hospital,Thursday,00:00 - 23:59
3694,hospital,Friday,00:00 - 23:59
3695,hospital,Saturday,00:00 - 23:59
3696,hospital,Sunday,00:00 - 23:59
3697,hospital,Monday,00:00 - 23:59
3698,hospital,Tuesday,00:00 - 23:59
3699,hospital,Wednesday,00:00 - 23:59
3700,hospital,Thursday,00:00 - 23:59
3701,hospital,Friday,00:00 - 23:59
3702,hospital,Saturday,00:00 - 23:59
3703,hospital,Sunday,00:00 - 23:59
3704,hospital,Monday,00:00 - 23:59
3705,hospital,Tuesday,00:00 - 23:59
3706,hospital,Wednesday,00:00 - 23:59
3707,hospital,Thursday,00:00 - 23:59
3708,hospital,Friday,00:00 - 23:59
3709,hospital,Saturday,00:00 - 23:59
3710,hospital,Sunday,00:00 - 23:59
3711,hospital,Monday,00:00 - 23:59
3712,hospital,Tuesday,00:00 - 23:59
3713,hospital,Wednesday,00:00 - 23:59
3714,hospital,Thursday,00:00 - 23:59
3715,hospital,Friday,00:00 - 23:59
3716,hospital,Saturday,00:00 - 23:59
3717,hospital,Sunday,00:00 - 23:59
3718,hospital,Monday,00:00 - 23:59
3719,hospital,Tuesday,00:00 - 23:59
3720,hospital,Wednesday,00:00 - 23:59
3721,hospital,Thursday,00:00 - 23:59
3722,hospital,Friday,00:00 - 23:59
3723,hospital,Saturday,00:00 - 23:59
3724,hospital,Sunday,00:00 - 23:59
3725,hospital,Monday,00:00 - 23:59
3726,hospital,Tuesday,00:00 - 23:59
3727,hospital,Wednesday,00:00 - 23:59
3728,hospital,Thursday,00:00 - 23:59
3729,hospital,Friday,00:00 - 23:59
3730,hospital,Saturday,00:00 - 23:59
3731,hospital,Sunday,00:00 - 23:59
3732,hospital,Monday,00:00 - 23:59
3733,hospital,Tuesday,00:00 - 23:59
3734,hospital,Wednesday,00:00 - 23:59
3735,hospital,Thursday,00:00 - 23:59
3736,hospital,Friday,00:00 - 23:59
3737,hospital,Saturday,00:00 - 23:59
3738,hospital,Sunday,00:00 - 23:59
3739,hospital,Monday,00:00 - 23:59
3740,hospital,Tuesday,00:00 - 23:59
3741,hospital,Wednesday,00:00 - 23:59
3742,hospital,Thursday,00:00 - 23:59
3743,hospital,Friday,00:00 - 23:59
3744,hospital,Saturday,00:00 - 23:59
3745,hospital,Sunday,00:00 - 23:59
3746,hospital,Monday,00:00 - 23:59
3747,hospital,Tuesday,00:00 - 23:59
3748,hospital,Wednesday,00:00 - 23:59
3749,hospital,Thursday,00:00 - 23:59
3750,hospital,Friday,00:00 - 23:59
3751,hospital,Saturday,00:00 - 23:59
3752,hospital,Sunday,00:00 - 23:59
3753,hospital,Monday,07:00 - 18:00
3754,hospital,Tuesday,07:00 - 18:00
3755,hospital,Wednesday,07:00 - 18:00
3756,hospital,Thursday,07:00 - 18:00
3757,hospital,Friday,07:00 - 18:00
3758,hospital,Saturday,07:00 - 11:00
3759,hospital,Monday,00:00 - 23:59
3760,hospital,Tuesday,00:00 - 23:59
3761,hospital,Wednesday,00:00 - 23:59
3762,hospital,Thursday,00:00 - 23:59
3763,hospital,Friday,00:00 - 23:59
3764,hospital,Saturday,00:00 - 23:59
3765,hospital,Sunday,00:00 - 23:59
3766,hospital,Monday,00:00 - 23:59
3767,hospital,Tuesday,00:00 - 23:59
3768,hospital,Wednesday,00:00 - 23:59
3769,hospital,Thursday,00:00 - 23:59
3770,hospital,Friday,00:00 - 23:59
3771,hospital,Saturday,00:00 - 23:59
3772,hospital,Sunday,00:00 - 23:59
3773,hospital,Monday,00:00 - 23:59
3774,hospital,Tuesday,00:00 - 23:59
3775,hospital,Wednesday,00:00 - 23:59
3776,hospital,Thursday,00:00 - 23:59
3777,hospital,Friday,00:00 - 23:59
3778,hospital,Saturday,00:00 - 23:59
3779,hospital,Sunday,00:00 - 23:59
3780,hospital,Monday,00:00 - 23:59
3781,hospital,Tuesday,00:00 - 23:59
3782,hospital,Wednesday,00:00 - 23:59
3783,hospital,Thursday,00:00 - 23:59
3784,hospital,Friday,00:00 - 23:59
3785,hospital,Saturday,00:00 - 23:59
3786,hospital,Sunday,00:00 - 23:59
3787,hospital,Monday,00:00 - 23:59
3788,hospital,Tuesday,00:00 - 23:59
3789,hospital,Wednesday,00:00 - 23:59
3790,hospital,Thursday,00:00 - 23:59
3791,hospital,Friday,00:00 - 23:59
3792,hospital,Saturday,00:00 - 23:59
3793,hospital,Sunday,00:00 - 23:59
3794,hospital,Monday,00:00 - 23:59
3795,hospital,Tuesday,00:00 - 23:59
3796,hospital,Wednesday,00:00 - 23:59
3797,hospital,Thursday,00:00 - 23:59
3798,hospital,Friday,00:00 - 23:59
3799,hospital,Saturday,00:00 - 23:59
3800,hospital,Sunday,00:00 - 23:59
3801,hospital,Monday,00:00 - 23:59
3802,hospital,Tuesday,00:00 - 23:59
3803,hospital,Wednesday,00:00 - 23:59
3804,hospital,Thursday,00:00 - 23:59
3805,hospital,Friday,00:00 - 23:59
3806,hospital,Saturday,00:00 - 23:59
3807,hospital,Sunday,00:00 - 23:59
3808,hospital,Monday,00:00 - 23:59
3809,hospital,Tuesday,00:00 - 23:59
3810,hospital,Wednesday,00:00 - 23:59
3811,hospital,Thursday,00:00 - 23:59
3812,hospital,Friday,00:00 - 23:59
3813,hospital,Saturday,00:00 - 23:59
3814,hospital,Sunday,00:00 - 23:59
3815,hospital,Monday,00:00 - 23:59
3816,hospital,Tuesday,00:00 - 23:59
3817,hospital,Wednesday,00:00 - 23:59
3818,hospital,Thursday,00:00 - 23:59
3819,hospital,Friday,00:00 - 23:59
3820,hospital,Saturday,00:00 - 23:59
3821,hospital,Sunday,00:00 - 23:59
3822,hospital,Monday,00:00 - 23:59
3823,hospital,Tuesday,00:00 - 23:59
3824,hospital,Wednesday,00:00 - 23:59
3825,hospital,Thursday,00:00 - 23:59
3826,hospital,Friday,00:00 - 23:59
3827,hospital,Saturday,00:00 - 23:59
3828,hospital,Sunday,00:00 - 23:59
3829,hospital,Monday,00:00 - 23:59
3830,hospital,Tuesday,00:00 - 23:59
3831,hospital,Wednesday,00:00 - 23:59
3832,hospital,Thursday,00:00 - 23:59
3833,hospital,Friday,00:00 - 23:59
3834,hospital,Saturday,00:00 - 23:59
3835,hospital,Sunday,00:00 - 23:59
3836,hospital,Monday,00:00 - 23:59
3837,hospital,Tuesday,00:00 - 23:59
3838,hospital,Wednesday,00:00 - 23:59
3839,hospital,Thursday,00:00 - 23:59
3840,hospital,Friday,00:00 - 23:59
3841,hospital,Saturday,00:00 - 23:59
3842,hospital,Sunday,00:00 - 23:59
3843,hospital,Monday,00:00 - 23:59
3844,hospital,Tuesday,00:00 - 23:59
3845,hospital,Wednesday,00:00 - 23:59
3846,hospital,Thursday,00:00 - 23:59
3847,hospital,Friday,00:00 - 23:59
3848,hospital,Saturday,00:00 - 23:59
3849,hospital,Sunday,00:00 - 23:59
3850,hospital,Monday,00:00 - 23:59
3851,hospital,Tuesday,00:00 - 23:59
3852,hospital,Wednesday,00:00 - 23:59
3853,hospital,Thursday,00:00 - 23:59
3854,hospital,Friday,00:00 - 23:59
3855,hospital,Saturday,00:00 - 23:59
3856,hospital,Sunday,00:00 - 23:59
3857,hospital,Monday,08:00 - 20:00
3858,hospital,Tuesday,08:00 - 20:00
3859,hospital,Wednesday,08:00 - 20:00
3860,hospital,Thursday,08:00 - 20:00
3861,hospital,Friday,08:00 - 20:00
3862,hospital,Saturday,09:00 - 17:30
3863,hospital,Monday,00:00 - 23:59
3864,hospital,Tuesday,00:00 - 23:59
3865,hospital,Wednesday,00:00 - 23:59
3866,hospital,Thursday,00:00 - 23:59
3867,hospital,Friday,00:00 - 23:59
